Rk,G,Date,Opp,W/L,PTS,Opp.1,PTS.1,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
69,69,2023-03-13,HOU,L,109,111,39,87,.448,12,42,.286,19,21,.905,10,38,19,7,5,14,22,40,90,.444,11,35,.314,20,27,.741,15,48,27,9,2,11,21
70,70,2023-03-15,MIN,W,104,102,34,84,.405,12,40,.300,24,30,.800,8,44,20,7,5,11,22,37,84,.440,12,36,.333,16,22,.727,8,46,27,3,2,13,23
71,71,2023-03-17,POR,W,126,112,41,87,.471,15,42,.357,29,35,.829,18,52,29,12,2,18,19,38,79,.481,14,38,.368,22,31,.710,8,37,20,12,4,19,26
72,72,2023-03-18,UTA,L,117,118,42,88,.477,22,51,.431,11,16,.688,5,40,30,2,2,8,17,42,97,.433,17,41,.415,17,22,.773,17,56,29,3,5,7,14
73,73,2023-03-21,SAC,W,132,109,49,92,.533,18,44,.409,16,23,.696,11,43,33,9,3,6,15,39,81,.481,17,44,.386,14,21,.667,10,42,25,3,4,14,19
74,74,2023-03-24,IND,W,120,95,44,93,.473,18,42,.429,14,19,.737,9,49,28,11,6,15,15,39,84,.464,4,26,.154,13,22,.591,6,44,24,9,4,17,16
75,75,2023-03-26,SAS,W,137,93,52,91,.571,18,44,.409,15,21,.714,9,61,29,4,11,15,18,36,97,.371,8,36,.222,13,18,.722,3,38,22,7,0,10,16
76,76,2023-03-28,WAS,L,111,130,45,93,.484,11,44,.250,10,11,.909,7,38,29,5,8,12,14,54,99,.545,13,37,.351,9,13,.692,6,43,33,7,3,11,13
77,77,2023-03-30,MIL,W,140,99,51,91,.560,22,43,.512,16,20,.800,7,47,28,8,5,9,18,38,101,.376,14,43,.326,9,13,.692,15,45,22,4,1,13,16
78,78,2023-03-31,UTA,W,122,114,42,96,.438,17,51,.333,21,22,.955,10,42,27,8,4,12,14,46,96,.479,9,29,.310,13,14,.929,13,52,23,3,7,18,17
79,79,2023-04-04,PHI,L,101,103,38,91,.418,15,45,.333,10,16,.625,13,43,28,4,4,8,17,39,78,.500,11,29,.379,14,16,.875,6,37,21,3,7,12,21
80,80,2023-04-05,TOR,W,97,93,38,89,.427,11,38,.289,10,18,.556,11,48,20,5,7,15,14,37,90,.411,6,33,.182,13,17,.765,13,50,20,10,7,12,19
81,81,2023-04-07,TOR,W,121,102,45,81,.556,15,44,.341,16,21,.762,13,53,37,4,7,21,14,40,93,.430,9,31,.290,13,17,.765,12,35,21,12,2,8,17
82,82,2023-04-09,ATL,W,120,114,42,89,.472,25,54,.463,11,14,.786,12,47,33,5,3,15,13,44,97,.454,11,39,.282,15,19,.789,16,50,27,11,5,9,12
1,1,2022-10-19,NOP,L,108,130,40,89,.449,10,33,.303,18,24,.750,9,39,22,10,10,16,25,50,102,.490,12,26,.462,18,25,.720,21,61,31,9,4,13,21
2,2,2022-10-21,TOR,W,109,105,38,80,.475,13,35,.371,20,29,.690,13,44,26,3,13,13,19,41,84,.488,11,28,.393,12,18,.667,8,41,25,9,4,15,21
3,3,2022-10-24,MEM,L,124,134,47,87,.540,9,29,.310,21,26,.808,9,35,27,4,7,11,30,47,94,.500,16,34,.471,24,31,.774,12,38,21,7,3,9,22
4,4,2022-10-26,MIL,L,99,110,34,86,.395,7,27,.259,24,30,.800,7,37,23,7,6,14,24,39,88,.443,10,36,.278,22,29,.759,14,54,21,8,12,19,22
5,5,2022-10-27,DAL,L,125,129,43,93,.462,12,35,.343,27,30,.900,13,45,20,10,6,15,28,41,81,.506,20,40,.500,27,35,.771,7,37,25,8,4,18,23
6,6,2022-10-29,IND,L,116,125,41,82,.500,14,39,.359,20,26,.769,6,34,29,6,9,9,20,40,94,.426,23,46,.500,22,26,.846,17,53,31,7,1,12,25
7,7,2022-10-31,IND,W,116,109,43,80,.538,11,30,.367,19,20,.950,6,39,26,11,9,20,18,41,87,.471,11,39,.282,16,23,.696,10,38,23,11,5,24,24
8,8,2022-11-01,CHI,L,99,108,36,74,.486,12,32,.375,15,19,.789,4,38,27,4,7,18,20,39,89,.438,12,30,.400,18,21,.857,11,44,20,8,4,10,13
9,9,2022-11-04,WAS,W,128,86,50,90,.556,14,28,.500,14,14,1.000,7,48,32,8,7,9,19,30,83,.361,8,34,.235,18,22,.818,7,39,18,4,3,13,15
10,10,2022-11-05,CHO,W,98,94,33,84,.393,12,36,.333,20,22,.909,9,41,23,8,10,11,21,32,86,.372,14,42,.333,16,23,.696,13,50,22,3,6,15,21
11,11,2022-11-07,DAL,L,94,96,35,80,.438,10,29,.345,14,19,.737,14,34,22,13,5,14,26,32,72,.444,12,28,.429,20,24,.833,12,41,18,7,3,22,20
12,12,2022-11-09,NYK,W,112,85,42,87,.483,14,34,.412,14,20,.700,11,55,30,11,5,15,22,28,87,.322,12,43,.279,17,26,.654,11,46,21,5,4,15,18
13,13,2022-11-12,LAC,W,110,95,40,83,.482,16,35,.457,14,21,.667,6,41,27,9,6,13,18,34,85,.400,11,31,.355,16,20,.800,10,46,22,4,6,18,17
14,14,2022-11-13,LAL,L,103,116,36,80,.450,7,27,.259,24,31,.774,8,41,22,5,5,13,17,44,91,.484,11,27,.407,17,20,.850,12,45,25,3,2,9,22
15,15,2022-11-15,SAC,L,121,153,40,81,.494,11,28,.393,30,33,.909,3,29,25,5,3,17,18,56,94,.596,20,41,.488,21,25,.840,9,43,39,9,4,17,24
16,16,2022-11-17,POR,W,109,107,40,79,.506,11,29,.379,18,23,.783,5,47,32,4,5,17,24,36,93,.387,13,36,.361,22,27,.815,8,39,22,9,5,10,22
17,17,2022-11-20,MEM,W,127,115,50,83,.602,16,34,.471,11,15,.733,5,45,33,5,5,19,25,43,99,.434,12,37,.324,17,31,.548,13,44,28,13,0,10,12
18,18,2022-11-22,PHI,L,106,115,44,80,.550,9,28,.321,9,13,.692,4,35,31,5,13,15,15,43,99,.434,16,32,.500,13,16,.813,20,49,19,9,4,10,12
19,19,2022-11-23,TOR,W,112,98,45,82,.549,17,38,.447,5,7,.714,7,39,32,10,11,21,24,36,101,.356,7,29,.241,19,25,.760,23,52,16,12,2,14,13
20,20,2022-11-25,IND,L,117,128,47,88,.534,15,41,.366,8,10,.800,5,38,27,2,8,19,28,43,86,.500,12,34,.353,30,38,.789,5,41,28,13,4,10,11
21,21,2022-11-27,POR,W,111,97,41,78,.526,15,35,.429,14,18,.778,4,38,27,6,2,8,24,35,79,.443,12,33,.364,15,22,.682,11,42,27,4,2,13,16
22,22,2022-11-28,ORL,W,109,102,44,81,.543,9,28,.321,12,14,.857,8,42,20,7,8,18,19,38,80,.475,13,31,.419,13,22,.591,9,35,18,9,5,18,18
23,23,2022-11-30,WAS,W,113,107,39,84,.464,11,26,.423,24,26,.923,4,35,22,8,7,9,25,39,89,.438,6,24,.250,23,34,.676,14,51,19,6,5,14,21
24,24,2022-12-02,TOR,W,114,105,44,82,.537,11,32,.344,15,22,.682,7,41,27,7,5,18,27,38,87,.437,7,24,.292,22,30,.733,11,43,16,7,2,14,19
25,25,2022-12-04,BOS,L,92,103,34,84,.405,9,26,.346,15,22,.682,11,45,17,6,7,15,18,35,81,.432,15,38,.395,18,20,.900,8,48,18,11,9,17,19
26,26,2022-12-07,CHO,W,122,116,49,86,.570,12,31,.387,12,16,.750,5,39,33,3,8,11,20,47,88,.534,10,24,.417,12,23,.522,10,40,25,4,3,11,18
27,27,2022-12-09,ATL,W,120,116,45,83,.542,13,30,.433,17,21,.810,9,38,30,10,5,21,18,46,93,.495,10,29,.345,14,16,.875,12,38,21,12,4,18,18
28,28,2022-12-10,IND,W,136,133,52,100,.520,9,28,.321,23,32,.719,29,59,19,7,3,18,24,47,85,.553,21,44,.477,18,24,.750,7,30,30,10,3,19,27
29,29,2022-12-12,WAS,W,112,100,44,89,.494,8,27,.296,16,18,.889,7,41,25,8,7,13,20,37,79,.468,11,31,.355,15,22,.682,6,44,21,6,2,20,16
30,30,2022-12-16,TOR,W,119,116,46,76,.605,9,26,.346,18,23,.783,4,37,22,5,6,15,25,41,84,.488,9,24,.375,25,29,.862,7,32,17,5,1,9,19
31,31,2022-12-18,DET,W,124,121,44,80,.550,15,29,.517,21,23,.913,4,35,26,5,8,13,24,42,88,.477,8,30,.267,29,34,.853,11,41,20,9,2,9,19
32,32,2022-12-21,GSW,W,143,113,54,84,.643,21,33,.636,14,16,.875,3,32,42,10,4,15,23,41,83,.494,12,33,.364,19,25,.760,9,36,32,6,1,21,14
33,33,2022-12-23,MIL,W,118,100,46,93,.495,14,32,.438,12,13,.923,12,45,30,11,2,12,18,37,84,.440,9,37,.243,17,22,.773,13,45,17,7,1,18,13
34,34,2022-12-26,CLE,W,125,117,47,82,.573,18,30,.600,13,17,.765,7,38,27,7,4,17,25,39,82,.476,13,36,.361,26,30,.867,10,33,21,8,3,12,14
35,35,2022-12-28,ATL,W,108,107,42,83,.506,10,26,.385,14,17,.824,5,47,22,0,13,12,18,42,97,.433,8,22,.364,15,22,.682,11,47,22,5,6,4,14
36,36,2022-12-31,CHO,W,123,106,48,80,.600,13,34,.382,14,19,.737,2,42,26,7,6,14,16,38,96,.396,11,41,.268,19,21,.905,14,45,28,7,2,12,17
37,37,2023-01-02,SAS,W,139,103,58,93,.624,11,20,.550,12,15,.800,7,45,31,13,7,13,16,42,97,.433,8,31,.258,11,18,.611,15,43,26,5,4,18,13
38,38,2023-01-04,CHI,L,112,121,42,91,.462,12,37,.324,16,21,.762,5,34,24,9,7,11,22,43,81,.531,8,20,.400,27,29,.931,6,46,21,7,7,17,16
39,39,2023-01-06,NOP,W,108,102,37,85,.435,15,33,.455,19,20,.950,10,43,26,8,12,13,23,35,88,.398,12,29,.414,20,25,.800,14,51,16,7,4,16,20
40,40,2023-01-08,MIA,W,102,101,39,76,.513,12,33,.364,12,15,.800,6,40,22,8,8,19,21,38,92,.413,13,35,.371,12,17,.706,16,41,22,8,4,12,17
41,41,2023-01-12,BOS,L,98,109,38,84,.452,13,34,.382,9,11,.818,4,31,26,8,9,12,19,41,86,.477,12,36,.333,15,17,.882,12,48,23,4,6,14,15
42,42,2023-01-15,OKC,L,102,112,39,91,.429,12,41,.293,12,19,.632,14,51,24,4,7,16,21,40,90,.444,12,31,.387,20,26,.769,11,50,21,5,7,9,14
43,43,2023-01-17,SAS,L,98,106,37,88,.420,3,23,.130,21,24,.875,10,49,22,10,8,21,26,37,97,.381,7,34,.206,25,28,.893,13,54,23,12,4,16,22
44,44,2023-01-19,PHO,L,112,117,43,82,.524,11,26,.423,15,25,.600,2,34,27,10,6,13,34,39,85,.459,11,28,.393,28,41,.683,12,49,30,4,3,16,23
45,45,2023-01-20,UTA,W,117,106,43,80,.538,18,41,.439,13,20,.650,6,42,26,7,6,11,18,37,88,.420,16,39,.410,16,23,.696,13,46,24,6,1,11,18
46,46,2023-01-22,GSW,W,120,116,43,79,.544,14,27,.519,20,31,.645,9,42,30,4,7,16,22,41,90,.456,13,32,.406,21,27,.778,10,42,28,10,2,12,24
47,47,2023-01-25,PHI,L,133,137,49,76,.645,14,26,.538,21,27,.778,6,31,29,3,4,16,26,42,82,.512,18,38,.474,35,36,.972,11,36,26,10,4,11,19
48,48,2023-01-26,DET,L,122,130,43,94,.457,13,38,.342,23,27,.852,15,40,24,5,6,16,23,48,95,.505,11,27,.407,23,26,.885,15,48,27,12,5,11,22
49,49,2023-01-28,NYK,W,122,115,46,87,.529,22,40,.550,8,14,.571,9,35,31,5,3,9,17,45,88,.511,10,28,.357,15,19,.789,14,45,19,4,4,11,14
50,50,2023-01-30,LAL,W,121,104,45,95,.474,16,41,.390,15,19,.789,12,50,24,8,9,11,25,35,89,.393,11,29,.379,23,37,.622,16,53,24,1,3,14,16
51,51,2023-02-01,BOS,L,96,139,36,88,.409,9,39,.231,15,18,.833,5,32,19,8,1,7,12,53,92,.576,26,54,.481,7,10,.700,11,57,28,4,4,12,13
52,52,2023-02-04,WAS,W,125,123,43,86,.500,14,33,.424,25,28,.893,10,39,21,4,10,15,28,39,81,.481,13,28,.464,32,41,.780,6,39,22,10,3,16,21
53,53,2023-02-06,LAC,L,116,124,41,84,.488,16,31,.516,18,22,.818,8,42,21,4,5,16,26,44,92,.478,12,30,.400,24,30,.800,11,46,20,11,5,9,19
54,54,2023-02-07,PHO,L,112,116,38,79,.481,9,28,.321,27,31,.871,5,36,25,11,2,17,21,43,92,.467,9,31,.290,21,28,.750,16,48,31,10,4,15,24
55,55,2023-02-09,CHI,W,116,105,39,91,.429,17,44,.386,21,25,.840,11,49,26,8,1,11,20,42,91,.462,5,26,.192,16,21,.762,8,46,15,4,2,12,16
56,56,2023-02-11,PHI,L,98,101,37,92,.402,13,40,.325,11,13,.846,12,42,23,7,6,9,20,33,75,.440,6,23,.261,29,30,.967,8,41,17,4,3,12,12
57,57,2023-02-13,NYK,L,106,124,35,78,.449,12,29,.414,24,33,.727,10,39,18,3,3,10,19,45,82,.549,15,34,.441,19,26,.731,6,38,18,4,3,8,24
58,58,2023-02-15,MIA,W,116,105,41,77,.532,17,39,.436,17,20,.850,5,36,26,3,5,11,27,38,83,.458,8,28,.286,21,29,.724,12,41,19,4,3,8,18
59,59,2023-02-24,CHI,L,87,131,30,81,.370,12,44,.273,15,19,.789,5,31,21,6,3,14,25,50,88,.568,12,26,.462,19,28,.679,12,57,25,6,4,11,15
60,60,2023-02-26,ATL,L,127,129,43,87,.494,14,39,.359,27,29,.931,6,37,20,12,6,10,21,45,90,.500,16,30,.533,23,28,.821,13,46,20,7,2,16,18
61,61,2023-02-28,MIL,L,104,118,36,83,.434,12,36,.333,20,25,.800,3,38,25,12,6,18,19,50,102,.490,14,37,.378,4,12,.333,11,55,32,10,3,17,21
62,62,2023-03-01,NYK,L,118,142,42,90,.467,15,39,.385,19,20,.950,5,31,26,6,5,14,21,54,89,.607,20,35,.571,14,21,.667,7,46,28,5,3,16,21
63,63,2023-03-03,BOS,W,115,105,40,95,.421,14,44,.318,21,26,.808,13,47,25,9,6,13,20,41,84,.488,9,29,.310,14,20,.700,9,48,26,8,8,19,19
64,64,2023-03-05,CHO,W,102,86,36,92,.391,12,43,.279,18,22,.818,8,52,21,5,9,8,12,33,88,.375,8,30,.267,12,15,.800,5,49,17,2,3,10,19
65,65,2023-03-07,HOU,W,118,96,40,81,.494,15,40,.375,23,29,.793,5,36,23,12,7,12,21,36,83,.434,7,26,.269,17,24,.708,15,48,14,6,1,19,22
66,66,2023-03-09,MIL,L,113,118,41,104,.394,14,36,.389,17,17,1.000,15,47,20,10,4,14,12,44,104,.423,19,50,.380,11,14,.786,20,61,33,8,12,16,14
67,67,2023-03-10,MIN,W,124,123,42,91,.462,16,34,.471,24,33,.727,12,48,20,7,5,15,26,48,98,.490,9,30,.300,18,29,.621,12,47,29,10,6,14,21
68,68,2023-03-12,DEN,W,122,120,42,84,.500,17,44,.386,21,24,.875,4,28,32,11,2,10,21,45,90,.500,12,31,.387,18,24,.750,15,49,27,4,8,15,19
69,69,2023-03-14,OKC,L,107,121,35,82,.427,12,41,.293,25,34,.735,11,46,25,3,5,17,20,45,99,.455,11,33,.333,20,23,.870,14,51,22,9,0,11,25
70,70,2023-03-16,SAC,L,96,101,33,80,.413,14,39,.359,16,23,.696,3,41,20,8,4,7,22,32,82,.390,13,41,.317,24,32,.750,13,57,22,2,5,12,17
71,71,2023-03-19,DEN,L,102,108,38,82,.463,12,35,.343,14,16,.875,9,33,26,10,3,12,16,42,80,.525,12,23,.522,12,13,.923,6,40,31,5,3,17,17
72,72,2023-03-21,CLE,L,109,115,41,92,.446,9,33,.273,18,23,.783,19,49,25,6,5,17,19,42,83,.506,14,29,.483,17,21,.810,8,34,23,6,3,14,20
73,73,2023-03-23,CLE,L,114,116,39,81,.481,12,34,.353,24,27,.889,9,42,24,7,7,16,21,42,89,.472,12,32,.375,20,26,.769,13,40,24,7,7,10,21
74,74,2023-03-25,MIA,W,129,100,44,89,.494,18,40,.450,23,25,.920,17,45,30,6,6,8,18,38,80,.475,12,30,.400,12,14,.857,8,32,22,5,4,14,19
75,75,2023-03-26,ORL,L,106,119,37,91,.407,8,35,.229,24,28,.857,15,44,17,7,8,15,20,45,85,.529,7,22,.318,22,28,.786,9,47,30,7,3,11,21
76,76,2023-03-29,HOU,W,123,114,44,82,.537,17,35,.486,18,27,.667,8,41,33,4,9,12,18,46,98,.469,9,30,.300,13,21,.619,20,52,21,9,2,10,18
77,77,2023-03-31,ATL,W,124,107,49,88,.557,15,33,.455,11,13,.846,9,41,33,9,3,13,17,39,91,.429,8,37,.216,21,23,.913,16,46,23,6,3,11,14
78,78,2023-04-02,UTA,W,111,110,38,86,.442,9,32,.281,26,34,.765,7,40,25,6,2,9,26,40,91,.440,8,32,.250,22,30,.733,11,52,24,5,1,11,23
79,79,2023-04-04,MIN,L,102,107,39,90,.433,13,35,.371,11,14,.786,7,40,21,6,8,10,18,41,85,.482,8,24,.333,17,22,.773,7,44,21,7,6,12,13
80,80,2023-04-05,DET,W,123,108,45,86,.523,17,43,.395,16,23,.696,11,38,36,6,7,13,12,41,84,.488,13,28,.464,13,14,.929,9,34,27,5,3,14,18
81,81,2023-04-07,ORL,W,101,84,35,89,.393,9,42,.214,22,25,.880,10,45,27,14,3,10,12,31,87,.356,7,38,.184,15,17,.882,15,57,17,6,6,21,19
82,82,2023-04-09,PHI,L,105,134,35,83,.422,12,32,.375,23,28,.821,10,42,22,6,6,19,22,53,101,.525,14,32,.438,14,19,.737,13,50,31,10,5,13,23
1,1,2022-10-19,SAS,W,129,102,48,94,.511,13,29,.448,20,23,.870,14,51,26,7,10,15,20,40,99,.404,7,34,.206,15,21,.714,14,44,22,8,8,15,19
2,2,2022-10-21,NOP,L,112,124,44,97,.454,13,34,.382,11,14,.786,11,37,30,9,4,14,24,42,89,.472,8,22,.364,32,37,.865,15,53,23,9,7,16,14
3,3,2022-10-23,ATL,W,126,109,47,90,.522,11,26,.423,21,30,.700,14,52,28,7,6,14,24,39,95,.411,8,35,.229,23,28,.821,16,45,23,8,9,12,21
4,4,2022-10-26,NYK,L,131,134,49,99,.495,13,31,.419,20,30,.667,9,42,31,9,5,15,24,52,97,.536,11,30,.367,19,22,.864,12,46,26,5,11,16,24
5,5,2022-10-28,ORL,L,93,113,33,86,.384,11,38,.289,16,24,.667,10,47,21,3,4,15,18,42,85,.494,10,37,.270,19,26,.731,5,48,28,8,5,12,22
6,6,2022-10-29,GSW,W,120,113,43,102,.422,10,31,.323,24,31,.774,15,55,32,2,2,10,14,44,100,.440,13,44,.295,12,16,.750,10,49,31,8,6,10,31
7,7,2022-10-31,SAC,L,108,115,43,84,.512,14,29,.483,8,14,.571,6,38,31,11,6,21,26,37,85,.435,17,44,.386,24,28,.857,10,42,26,8,4,19,19
8,8,2022-11-02,CHI,L,88,106,36,92,.391,7,32,.219,9,16,.563,13,47,22,12,12,17,14,38,88,.432,14,31,.452,16,18,.889,11,51,28,6,9,20,18
9,9,2022-11-04,MEM,L,99,130,33,86,.384,8,27,.296,25,31,.806,12,41,22,11,7,18,17,50,98,.510,16,36,.444,14,18,.778,18,60,34,6,10,19,20
10,10,2022-11-05,BRK,L,94,98,32,86,.372,14,42,.333,16,23,.696,13,50,22,3,6,15,21,33,84,.393,12,36,.333,20,22,.909,9,41,23,8,10,11,21
11,11,2022-11-07,WAS,L,100,108,42,101,.416,5,32,.156,11,16,.688,17,45,27,8,7,11,23,42,80,.525,5,19,.263,19,30,.633,10,47,21,2,6,15,18
12,12,2022-11-09,POR,L,95,105,34,91,.374,10,40,.250,17,24,.708,20,42,21,10,3,11,22,40,75,.533,11,34,.324,14,25,.560,8,45,28,5,4,18,19
13,13,2022-11-10,MIA,L,112,117,43,88,.489,14,39,.359,12,20,.600,8,50,23,4,2,21,30,39,90,.433,10,36,.278,29,36,.806,8,38,21,9,1,11,25
14,14,2022-11-12,MIA,L,115,132,46,90,.511,9,31,.290,14,16,.875,4,37,25,4,3,12,21,49,93,.527,16,41,.390,18,21,.857,9,46,32,7,5,12,19
15,15,2022-11-14,ORL,W,112,105,42,88,.477,7,35,.200,21,24,.875,14,37,22,15,7,13,23,36,88,.409,14,36,.389,19,23,.826,22,48,23,3,7,22,18
16,16,2022-11-16,IND,L,113,125,43,94,.457,12,33,.364,15,18,.833,14,44,29,8,4,18,23,44,82,.537,11,28,.393,26,31,.839,7,34,27,11,9,14,18
17,17,2022-11-18,CLE,L,122,132,44,110,.400,14,44,.318,20,24,.833,17,53,24,11,6,16,33,49,92,.533,8,28,.286,26,32,.813,7,50,25,8,8,20,25
18,18,2022-11-20,WAS,L,102,106,39,100,.390,8,32,.250,16,23,.696,15,51,19,5,5,13,18,40,93,.430,13,34,.382,13,18,.722,14,49,19,6,13,17,19
19,19,2022-11-23,PHI,W,107,101,44,92,.478,6,23,.261,13,21,.619,11,44,25,8,1,16,15,38,86,.442,9,38,.237,16,18,.889,8,45,20,9,3,19,23
20,20,2022-11-25,MIN,W,110,108,40,89,.449,8,25,.320,22,32,.688,15,55,24,6,4,18,18,41,96,.427,9,41,.220,17,18,.944,11,45,24,7,9,16,27
21,21,2022-11-28,BOS,L,105,140,42,86,.488,11,29,.379,10,15,.667,13,37,28,7,2,20,14,55,93,.591,24,52,.462,6,7,.857,9,39,40,10,5,16,18
22,22,2022-12-02,WAS,W,117,116,40,95,.421,12,29,.414,25,31,.806,19,45,25,6,3,4,24,39,86,.453,12,33,.364,26,35,.743,18,56,23,3,9,14,23
23,23,2022-12-03,MIL,L,96,105,34,87,.391,5,24,.208,23,26,.885,9,44,15,9,4,14,19,39,83,.470,12,32,.375,15,19,.789,8,47,24,5,8,22,17
24,24,2022-12-05,LAC,L,117,119,47,98,.480,12,34,.353,11,17,.647,14,49,29,8,4,10,16,45,93,.484,15,36,.417,14,21,.667,13,47,30,4,5,12,17
25,25,2022-12-07,BRK,L,116,122,47,88,.534,10,24,.417,12,23,.522,10,40,25,4,3,11,18,49,86,.570,12,31,.387,12,16,.750,5,39,33,3,8,11,20
26,26,2022-12-09,NYK,L,102,121,37,84,.440,6,26,.231,22,28,.786,12,45,16,8,6,13,26,41,93,.441,13,34,.382,26,30,.867,16,48,25,6,7,14,21
27,27,2022-12-11,PHI,L,113,131,38,93,.409,11,30,.367,26,30,.867,15,45,21,12,3,16,24,46,83,.554,13,27,.481,26,32,.813,9,41,31,6,6,16,24
28,28,2022-12-14,DET,L,134,141,47,114,.412,17,51,.333,23,29,.793,17,52,21,7,6,5,29,48,93,.516,18,40,.450,27,36,.750,12,52,25,0,8,16,29
29,29,2022-12-16,ATL,L,106,125,39,98,.398,15,43,.349,13,19,.684,15,43,26,8,5,13,25,41,75,.547,15,29,.517,28,34,.824,4,41,25,3,5,14,22
30,30,2022-12-18,DEN,L,115,119,41,96,.427,12,38,.316,21,23,.913,12,48,26,7,7,11,26,43,94,.457,11,33,.333,22,34,.647,15,55,33,6,3,14,17
31,31,2022-12-19,SAC,W,125,119,49,95,.516,10,31,.323,17,23,.739,11,56,26,4,7,14,25,45,95,.474,12,33,.364,17,31,.548,10,42,23,8,2,8,23
32,32,2022-12-21,LAC,L,105,126,37,92,.402,9,31,.290,22,29,.759,11,40,25,15,2,15,18,41,81,.506,23,49,.469,21,23,.913,5,48,29,6,7,27,22
33,33,2022-12-23,LAL,W,134,130,52,94,.553,16,41,.390,14,18,.778,11,41,30,11,5,16,21,48,92,.522,19,44,.432,15,22,.682,12,42,27,5,1,17,19
34,34,2022-12-26,POR,L,113,124,41,103,.398,12,36,.333,19,25,.760,18,45,25,8,3,13,21,43,86,.500,14,38,.368,24,28,.857,10,50,28,8,9,15,20
35,35,2022-12-27,GSW,L,105,110,38,92,.413,10,38,.263,19,25,.760,9,47,22,6,7,14,20,41,95,.432,8,37,.216,20,24,.833,9,49,31,3,2,14,22
36,36,2022-12-29,OKC,W,121,113,46,84,.548,10,32,.313,19,29,.655,12,52,33,8,11,18,17,42,99,.424,11,36,.306,18,21,.857,11,41,15,9,1,12,27
37,37,2022-12-31,BRK,L,106,123,38,96,.396,11,41,.268,19,21,.905,14,45,28,7,2,12,17,48,80,.600,13,34,.382,14,19,.737,2,42,26,7,6,14,16
38,38,2023-01-02,LAL,L,115,121,42,93,.452,11,32,.344,20,29,.690,8,47,24,8,7,14,22,45,93,.484,10,30,.333,21,30,.700,9,53,26,6,5,15,21
39,39,2023-01-04,MEM,L,107,131,38,94,.404,11,38,.289,20,24,.833,10,44,25,11,8,12,23,47,94,.500,9,30,.300,28,37,.757,11,59,28,10,8,14,16
40,40,2023-01-06,MIL,W,138,109,53,102,.520,20,48,.417,12,19,.632,13,49,32,11,3,5,17,37,84,.440,20,48,.417,15,24,.625,12,45,22,5,4,17,18
41,41,2023-01-08,IND,L,111,116,38,88,.432,11,33,.333,24,27,.889,13,49,25,8,4,18,26,38,87,.437,13,38,.342,27,33,.818,8,41,27,14,7,16,22
42,42,2023-01-10,TOR,L,120,132,47,86,.547,15,35,.429,11,15,.733,6,34,33,6,4,10,19,45,91,.495,20,44,.455,22,27,.815,18,49,32,4,4,11,17
43,43,2023-01-12,TOR,L,114,124,41,77,.532,13,33,.394,19,27,.704,9,42,27,6,5,22,30,43,83,.518,10,28,.357,28,36,.778,8,32,30,15,4,9,23
44,44,2023-01-14,BOS,L,106,122,41,88,.466,8,27,.296,16,19,.842,10,46,21,3,2,11,11,47,99,.475,19,53,.358,9,10,.900,14,46,35,8,4,7,15
45,45,2023-01-16,BOS,L,118,130,41,90,.456,13,31,.419,23,30,.767,13,38,26,7,2,5,18,43,87,.494,20,43,.465,24,25,.960,14,47,34,1,4,12,21
46,46,2023-01-18,HOU,W,122,117,48,96,.500,9,36,.250,17,25,.680,11,37,27,14,10,10,20,46,91,.505,10,32,.313,15,20,.750,12,47,21,4,5,20,22
47,47,2023-01-21,ATL,W,122,118,45,89,.506,13,34,.382,19,22,.864,6,36,28,11,2,12,18,45,83,.542,11,25,.440,17,20,.850,6,40,24,5,4,18,20
48,48,2023-01-23,UTA,L,102,120,38,85,.447,2,16,.125,24,34,.706,11,42,22,8,7,15,23,41,86,.477,16,40,.400,22,26,.846,9,46,25,8,4,16,26
49,49,2023-01-24,PHO,L,97,128,39,96,.406,6,25,.240,13,18,.722,10,40,19,10,5,14,21,47,94,.500,22,39,.564,12,13,.923,15,55,38,3,10,18,21
50,50,2023-01-26,CHI,W,111,96,39,84,.464,7,32,.219,26,31,.839,6,52,24,8,5,16,19,37,91,.407,4,25,.160,18,22,.818,7,43,16,8,2,13,20
51,51,2023-01-29,MIA,W,122,117,45,83,.542,15,40,.375,17,22,.773,11,47,25,6,3,19,18,45,93,.484,10,31,.323,17,23,.739,10,36,26,11,0,11,17
52,52,2023-01-31,MIL,L,115,124,42,111,.378,11,39,.282,20,26,.769,18,62,27,6,6,11,24,43,105,.410,15,44,.341,23,27,.852,16,66,18,7,8,12,21
53,53,2023-02-02,CHI,L,98,114,39,93,.419,7,35,.200,13,15,.867,16,45,19,6,4,15,15,41,79,.519,11,28,.393,21,26,.808,8,40,24,9,3,14,18
54,54,2023-02-03,DET,L,112,118,40,90,.444,9,34,.265,23,30,.767,8,37,22,16,2,14,20,44,86,.512,14,32,.438,16,23,.696,12,51,27,7,3,23,22
55,55,2023-02-05,ORL,L,113,119,45,83,.542,12,33,.364,11,23,.478,8,39,28,8,6,15,23,42,91,.462,8,23,.348,27,30,.900,18,52,25,6,2,12,18
56,56,2023-02-08,WAS,L,104,118,39,93,.419,9,31,.290,17,21,.810,12,40,23,11,5,7,17,44,87,.506,15,37,.405,15,17,.882,11,52,29,4,12,17,17
