     ,Date                ,Start (ET) ,Visitor/Neutral        ,PTS ,Home/Neutral           ,PTS.1 ,Unnamed: 6 ,Unnamed: 7 ,Attend. ,LOG    ,Arena                      ,Notes
3105 ,"Tue, Jan 9, 2024"  ,8:30p      ,Memphis Grizzlies      ,120 ,Dallas Mavericks       ,  103 ,Box Score  ,           ,20116.0 ,2:18   ,American Airlines Center   ,
3106 ,"Tue, Jan 9, 2024"  ,10:30p     ,Toronto Raptors        ,131 ,Los Angeles Lakers     ,  132 ,Box Score  ,           ,18997.0 ,2:28   ,Crypto.com Arena           ,
3107 ,"Wed, Jan 10, 2024" ,7:00p      ,Minnesota Timberwolves ,120 ,Boston Celtics         ,  127 ,Box Score  ,OT         ,19156.0 ,2:37   ,TD Garden                  ,
3108 ,"Wed, Jan 10, 2024" ,7:00p      ,Sacramento Kings       ,123 ,Charlotte Hornets      ,   98 ,Box Score  ,           ,14173.0 ,2:02   ,Spectrum Center            ,
3109 ,"Wed, Jan 10, 2024" ,7:00p      ,San Antonio Spurs      ,130 ,Detroit Pistons        ,  108 ,Box Score  ,           ,17833.0 ,2:05   ,Little Caesars Arena       ,
3110 ,"Wed, Jan 10, 2024" ,7:00p      ,Washington Wizards     ,104 ,Indiana Pacers         ,  112 ,Box Score  ,           ,15721.0 ,2:17   ,Gainbridge Fieldhouse      ,
3111 ,"Wed, Jan 10, 2024" ,7:30p      ,Philadelphia 76ers     ,132 ,Atlanta Hawks          ,  139 ,Box Score  ,OT         ,16089.0 ,2:37   ,State Farm Arena           ,
3112 ,"Wed, Jan 10, 2024" ,7:30p      ,Oklahoma City Thunder  ,128 ,Miami Heat             ,  120 ,Box Score  ,           ,19636.0 ,2:14   ,Kaseya Center              ,
3113 ,"Wed, Jan 10, 2024" ,8:00p      ,Houston Rockets        ,119 ,Chicago Bulls          ,  124 ,Box Score  ,OT         ,21149.0 ,2:36   ,United Center              ,
3114 ,"Wed, Jan 10, 2024" ,8:30p      ,New Orleans Pelicans   ,141 ,Golden State Warriors  ,  105 ,Box Score  ,           ,18064.0 ,2:13   ,Chase Center               ,
3115 ,"Wed, Jan 10, 2024" ,10:00p     ,Denver Nuggets         ,111 ,Utah Jazz              ,  124 ,Box Score  ,           ,18206.0 ,2:23   ,Delta Center               ,
3116 ,"Wed, Jan 10, 2024" ,10:30p     ,Toronto Raptors        ,120 ,Los Angeles Clippers   ,  126 ,Box Score  ,           ,19370.0 ,2:07   ,Crypto.com Arena           ,
3117 ,"Thu, Jan 11, 2024" ,2:00p      ,Brooklyn Nets          ,102 ,Cleveland Cavaliers    ,  111 ,Box Score  ,           ,15887.0 ,2:31   ,AccorHotels Arena          ,"at Paris, France"
3118 ,"Thu, Jan 11, 2024" ,7:30p      ,Boston Celtics         ,102 ,Milwaukee Bucks        ,  135 ,Box Score  ,           ,17781.0 ,2:12   ,Fiserv Forum               ,
3119 ,"Thu, Jan 11, 2024" ,8:00p      ,Portland Trail Blazers , 77 ,Oklahoma City Thunder  ,  139 ,Box Score  ,           ,15828.0 ,1:58   ,Paycom Center              ,
3120 ,"Thu, Jan 11, 2024" ,8:30p      ,New York Knicks        ,124 ,Dallas Mavericks       ,  128 ,Box Score  ,           ,20040.0 ,2:24   ,American Airlines Center   ,
3121 ,"Thu, Jan 11, 2024" ,10:00p     ,Phoenix Suns           ,127 ,Los Angeles Lakers     ,  109 ,Box Score  ,           ,18416.0 ,2:19   ,Crypto.com Arena           ,
3122 ,"Fri, Jan 12, 2024" ,7:30p      ,Indiana Pacers         ,126 ,Atlanta Hawks          ,  108 ,Box Score  ,           ,15596.0 ,2:06   ,State Farm Arena           ,
3123 ,"Fri, Jan 12, 2024" ,7:30p      ,Houston Rockets        ,112 ,Detroit Pistons        ,  110 ,Box Score  ,           ,13987.0 ,2:10   ,Little Caesars Arena       ,
3124 ,"Fri, Jan 12, 2024" ,7:30p      ,Sacramento Kings       , 93 ,Philadelphia 76ers     ,  112 ,Box Score  ,           ,19766.0 ,2:16   ,Wells Fargo Center         ,
3125 ,"Fri, Jan 12, 2024" ,8:00p      ,Golden State Warriors  ,140 ,Chicago Bulls          ,  131 ,Box Score  ,           ,21153.0 ,2:19   ,United Center              ,
3126 ,"Fri, Jan 12, 2024" ,8:00p      ,Los Angeles Clippers   ,128 ,Memphis Grizzlies      ,  119 ,Box Score  ,           ,16617.0 ,2:07   ,FedEx Forum                ,
3127 ,"Fri, Jan 12, 2024" ,8:00p      ,Orlando Magic          , 96 ,Miami Heat             ,   99 ,Box Score  ,           ,19650.0 ,2:27   ,Kaseya Center              ,
3128 ,"Fri, Jan 12, 2024" ,8:00p      ,Portland Trail Blazers , 93 ,Minnesota Timberwolves ,  116 ,Box Score  ,           ,18024.0 ,2:12   ,Target Center              ,
3129 ,"Fri, Jan 12, 2024" ,8:00p      ,Charlotte Hornets      , 99 ,San Antonio Spurs      ,  135 ,Box Score  ,           ,18073.0 ,2:21   ,Frost Bank Center          ,
3130 ,"Fri, Jan 12, 2024" ,9:30p      ,Toronto Raptors        ,113 ,Utah Jazz              ,  145 ,Box Score  ,           ,18206.0 ,2:10   ,Delta Center               ,
3131 ,"Fri, Jan 12, 2024" ,10:00p     ,New Orleans Pelicans   ,113 ,Denver Nuggets         ,  125 ,Box Score  ,           ,19638.0 ,2:16   ,Ball Arena                 ,
3132 ,"Sat, Jan 13, 2024" ,7:00p      ,Houston Rockets        ,113 ,Boston Celtics         ,  145 ,Box Score  ,           ,19156.0 ,2:06   ,TD Garden                  ,
3133 ,"Sat, Jan 13, 2024" ,7:30p      ,Washington Wizards     ,127 ,Atlanta Hawks          ,   99 ,Box Score  ,           ,17108.0 ,2:14   ,State Farm Arena           ,
3134 ,"Sat, Jan 13, 2024" ,8:00p      ,New York Knicks        ,106 ,Memphis Grizzlies      ,   94 ,Box Score  ,           ,16598.0 ,2:02   ,FedEx Forum                ,
3135 ,"Sat, Jan 13, 2024" ,8:00p      ,Golden State Warriors  ,118 ,Milwaukee Bucks        ,  129 ,Box Score  ,           ,18009.0 ,2:08   ,Fiserv Forum               ,
3136 ,"Sat, Jan 13, 2024" ,8:00p      ,Orlando Magic          ,100 ,Oklahoma City Thunder  ,  112 ,Box Score  ,           ,18203.0 ,2:10   ,Paycom Center              ,
3137 ,"Sat, Jan 13, 2024" ,8:30p      ,New Orleans Pelicans   ,118 ,Dallas Mavericks       ,  108 ,Box Score  ,           ,20155.0 ,2:10   ,American Airlines Center   ,
3138 ,"Sat, Jan 13, 2024" ,8:30p      ,Chicago Bulls          ,122 ,San Antonio Spurs      ,  116 ,Box Score  ,           ,18354.0 ,2:08   ,Frost Bank Center          ,
3139 ,"Sat, Jan 13, 2024" ,9:30p      ,Los Angeles Lakers     ,125 ,Utah Jazz              ,  132 ,Box Score  ,           ,18206.0 ,2:18   ,Delta Center               ,
3140 ,"Sun, Jan 14, 2024" ,3:30p      ,Indiana Pacers         ,109 ,Denver Nuggets         ,  117 ,Box Score  ,           ,19631.0 ,2:17   ,Ball Arena                 ,
3141 ,"Sun, Jan 14, 2024" ,6:00p      ,Charlotte Hornets      , 87 ,Miami Heat             ,  104 ,Box Score  ,           ,19831.0 ,2:14   ,Kaseya Center              ,
3142 ,"Sun, Jan 14, 2024" ,7:00p      ,Sacramento Kings       ,142 ,Milwaukee Bucks        ,  143 ,Box Score  ,OT         ,17612.0 ,2:39   ,Fiserv Forum               ,
3143 ,"Sun, Jan 14, 2024" ,7:00p      ,Los Angeles Clippers   ,105 ,Minnesota Timberwolves ,  109 ,Box Score  ,           ,18024.0 ,2:26   ,Target Center              ,
3144 ,"Sun, Jan 14, 2024" ,9:00p      ,Phoenix Suns           ,127 ,Portland Trail Blazers ,  116 ,Box Score  ,           ,18071.0 ,2:13   ,Moda Center                ,
3145 ,"Mon, Jan 15, 2024" ,1:00p      ,Houston Rockets        ,115 ,Philadelphia 76ers     ,  124 ,Box Score  ,           ,20822.0 ,2:25   ,Wells Fargo Center         ,
3146 ,"Mon, Jan 15, 2024" ,2:30p      ,New Orleans Pelicans   ,120 ,Dallas Mavericks       ,  125 ,Box Score  ,           ,20010.0 ,2:29   ,American Airlines Center   ,
3147 ,"Mon, Jan 15, 2024" ,3:00p      ,Orlando Magic          , 98 ,New York Knicks        ,   94 ,Box Score  ,           ,19812.0 ,2:16   ,Madison Square Garden (IV) ,
3148 ,"Mon, Jan 15, 2024" ,3:00p      ,Detroit Pistons        ,129 ,Washington Wizards     ,  117 ,Box Score  ,           ,15156.0 ,2:06   ,Capital One Arena          ,
3149 ,"Mon, Jan 15, 2024" ,3:30p      ,San Antonio Spurs      , 99 ,Atlanta Hawks          ,  109 ,Box Score  ,           ,17447.0 ,2:17   ,State Farm Arena           ,
3150 ,"Mon, Jan 15, 2024" ,6:00p      ,Golden State Warriors  ,107 ,Memphis Grizzlies      ,  116 ,Box Score  ,           ,16612.0 ,2:22   ,FedEx Forum                ,
3151 ,"Mon, Jan 15, 2024" ,7:00p      ,Chicago Bulls          , 91 ,Cleveland Cavaliers    ,  109 ,Box Score  ,           ,19432.0 ,2:10   ,Rocket Mortgage Fieldhouse ,
3152 ,"Mon, Jan 15, 2024" ,7:30p      ,Miami Heat             , 96 ,Brooklyn Nets          ,   95 ,Box Score  ,OT         ,17893.0 ,2:28   ,Barclays Center            ,
3153 ,"Mon, Jan 15, 2024" ,7:30p      ,Boston Celtics         ,105 ,Toronto Raptors        ,   96 ,Box Score  ,           ,19278.0 ,2:06   ,Scotiabank Arena           ,
3154 ,"Mon, Jan 15, 2024" ,9:00p      ,Indiana Pacers         ,105 ,Utah Jazz              ,  132 ,Box Score  ,           ,18206.0 ,2:15   ,Delta Center               ,
3155 ,"Mon, Jan 15, 2024" ,10:30p     ,Oklahoma City Thunder  ,105 ,Los Angeles Lakers     ,  112 ,Box Score  ,           ,18997.0 ,2:05   ,Crypto.com Arena           ,
3156 ,"Tue, Jan 16, 2024" ,7:30p      ,Denver Nuggets         ,121 ,Philadelphia 76ers     ,  126 ,Box Score  ,           ,19775.0 ,2:28   ,Wells Fargo Center         ,
3157 ,"Tue, Jan 16, 2024" ,9:00p      ,Sacramento Kings       ,117 ,Phoenix Suns           ,  119 ,Box Score  ,           ,17071.0 ,2:14   ,Footprint Center           ,
3158 ,"Tue, Jan 16, 2024" ,10:00p     ,Oklahoma City Thunder  ,117 ,Los Angeles Clippers   ,  128 ,Box Score  ,           ,19370.0 ,2:20   ,Crypto.com Arena           ,
3159 ,"Wed, Jan 17, 2024" ,7:00p      ,Minnesota Timberwolves ,124 ,Detroit Pistons        ,  117 ,Box Score  ,           ,16022.0 ,2:07   ,Little Caesars Arena       ,
3160 ,"Wed, Jan 17, 2024" ,7:30p      ,Orlando Magic          ,104 ,Atlanta Hawks          ,  106 ,Box Score  ,           ,14541.0 ,2:14   ,State Farm Arena           ,
3161 ,"Wed, Jan 17, 2024" ,7:30p      ,San Antonio Spurs      , 98 ,Boston Celtics         ,  117 ,Box Score  ,           ,19156.0 ,2:00   ,TD Garden                  ,
3162 ,"Wed, Jan 17, 2024" ,7:30p      ,Milwaukee Bucks        , 95 ,Cleveland Cavaliers    ,  135 ,Box Score  ,           ,19432.0 ,2:02   ,Rocket Mortgage Fieldhouse ,
3163 ,"Wed, Jan 17, 2024" ,7:30p      ,Houston Rockets        , 94 ,New York Knicks        ,  109 ,Box Score  ,           ,19439.0 ,2:15   ,Madison Square Garden (IV) ,
3164 ,"Wed, Jan 17, 2024" ,7:30p      ,Miami Heat             , 97 ,Toronto Raptors        ,  121 ,Box Score  ,           ,19631.0 ,2:01   ,Scotiabank Arena           ,
3165 ,"Wed, Jan 17, 2024" ,8:00p      ,Charlotte Hornets      ,112 ,New Orleans Pelicans   ,  132 ,Box Score  ,           ,16093.0 ,2:04   ,Smoothie King Center       ,
3166 ,"Wed, Jan 17, 2024" ,8:30p      ,Dallas Mavericks       ,110 ,Los Angeles Lakers     ,  127 ,Box Score  ,           ,18338.0 ,2:17   ,Crypto.com Arena           ,
3167 ,"Wed, Jan 17, 2024" ,10:00p     ,Brooklyn Nets          ,103 ,Portland Trail Blazers ,  105 ,Box Score  ,           ,17021.0 ,2:13   ,Moda Center                ,
3168 ,"Thu, Jan 18, 2024" ,7:30p      ,Washington Wizards     ,109 ,New York Knicks        ,  113 ,Box Score  ,           ,19466.0 ,2:24   ,Madison Square Garden (IV) ,
3169 ,"Thu, Jan 18, 2024" ,7:30p      ,Chicago Bulls          ,116 ,Toronto Raptors        ,  110 ,Box Score  ,           ,19312.0 ,2:13   ,Scotiabank Arena           ,
3170 ,"Thu, Jan 18, 2024" ,9:00p      ,Oklahoma City Thunder  ,134 ,Utah Jazz              ,  129 ,Box Score  ,           ,18206.0 ,2:24   ,Delta Center               ,
3171 ,"Thu, Jan 18, 2024" ,10:00p     ,Memphis Grizzlies      ,103 ,Minnesota Timberwolves ,  118 ,Box Score  ,           ,18024.0 ,2:15   ,Target Center              ,
3172 ,"Thu, Jan 18, 2024" ,10:00p     ,Indiana Pacers         ,126 ,Sacramento Kings       ,  121 ,Box Score  ,           ,17832.0 ,2:24   ,Golden 1 Center            ,
3173 ,"Fri, Jan 19, 2024" ,7:00p      ,San Antonio Spurs      ,120 ,Charlotte Hornets      ,  124 ,Box Score  ,           ,19093.0 ,2:10   ,Spectrum Center            ,
3174 ,"Fri, Jan 19, 2024" ,7:00p      ,Philadelphia 76ers     ,124 ,Orlando Magic          ,  109 ,Box Score  ,           ,19063.0 ,2:16   ,Kia Center                 ,
3175 ,"Fri, Jan 19, 2024" ,7:30p      ,Denver Nuggets         ,102 ,Boston Celtics         ,  100 ,Box Score  ,           ,19156.0 ,2:12   ,TD Garden                  ,
3176 ,"Fri, Jan 19, 2024" ,8:00p      ,Atlanta Hawks          ,109 ,Miami Heat             ,  108 ,Box Score  ,           ,20040.0 ,2:34   ,Kaseya Center              ,
3177 ,"Fri, Jan 19, 2024" ,8:00p      ,Phoenix Suns           ,123 ,New Orleans Pelicans   ,  109 ,Box Score  ,           ,18686.0 ,2:07   ,Smoothie King Center       ,
3178 ,"Fri, Jan 19, 2024" ,10:00p     ,Indiana Pacers         ,115 ,Portland Trail Blazers ,  118 ,Box Score  ,           ,18595.0 ,2:26   ,Moda Center                ,
3179 ,"Fri, Jan 19, 2024" ,10:30p     ,Brooklyn Nets          ,130 ,Los Angeles Lakers     ,  112 ,Box Score  ,           ,18997.0 ,2:11   ,Crypto.com Arena           ,
3180 ,"Sat, Jan 20, 2024" ,3:00p      ,Milwaukee Bucks        ,141 ,Detroit Pistons        ,  135 ,Box Score  ,           ,19996.0 ,2:27   ,Little Caesars Arena       ,
3181 ,"Sat, Jan 20, 2024" ,7:00p      ,Philadelphia 76ers     , 97 ,Charlotte Hornets      ,   89 ,Box Score  ,           ,18261.0 ,2:09   ,Spectrum Center            ,
3182 ,"Sat, Jan 20, 2024" ,7:00p      ,San Antonio Spurs      ,131 ,Washington Wizards     ,  127 ,Box Score  ,           ,17922.0 ,2:17   ,Capital One Arena          ,
3183 ,"Sat, Jan 20, 2024" ,7:30p      ,Cleveland Cavaliers    ,116 ,Atlanta Hawks          ,   95 ,Box Score  ,           ,17047.0 ,2:04   ,State Farm Arena           ,
3184 ,"Sat, Jan 20, 2024" ,7:30p      ,Toronto Raptors        ,100 ,New York Knicks        ,  126 ,Box Score  ,           ,19812.0 ,2:11   ,Madison Square Garden (IV) ,
3185 ,"Sat, Jan 20, 2024" ,8:00p      ,Memphis Grizzlies      , 96 ,Chicago Bulls          ,  125 ,Box Score  ,           ,21441.0 ,2:07   ,United Center              ,
3186 ,"Sat, Jan 20, 2024" ,8:00p      ,Utah Jazz              ,126 ,Houston Rockets        ,  127 ,Box Score  ,OT         ,16618.0 ,2:41   ,Toyota Center              ,
3187 ,"Sat, Jan 20, 2024" ,8:00p      ,Oklahoma City Thunder  ,102 ,Minnesota Timberwolves ,   97 ,Box Score  ,           ,        ,2:24   ,Target Center              ,
3188 ,"Sun, Jan 21, 2024" ,3:30p      ,Brooklyn Nets          ,114 ,Los Angeles Clippers   ,  125 ,Box Score  ,           ,19370.0 ,2:20   ,Crypto.com Arena           ,
3189 ,"Sun, Jan 21, 2024" ,6:00p      ,Miami Heat             , 87 ,Orlando Magic          ,  105 ,Box Score  ,           ,18102.0 ,2:17   ,Kia Center                 ,
3190 ,"Sun, Jan 21, 2024" ,6:00p      ,Denver Nuggets         ,113 ,Washington Wizards     ,  104 ,Box Score  ,           ,17107.0 ,2:09   ,Capital One Arena          ,
3191 ,"Sun, Jan 21, 2024" ,7:00p      ,Boston Celtics         ,116 ,Houston Rockets        ,  107 ,Box Score  ,           ,18055.0 ,2:09   ,Toyota Center              ,
3192 ,"Sun, Jan 21, 2024" ,8:00p      ,Indiana Pacers         ,110 ,Phoenix Suns           ,  117 ,Box Score  ,           ,17071.0 ,2:19   ,Footprint Center           ,
3193 ,"Sun, Jan 21, 2024" ,10:00p     ,Portland Trail Blazers ,110 ,Los Angeles Lakers     ,  134 ,Box Score  ,           ,18997.0 ,2:04   ,Crypto.com Arena           ,
3194 ,"Mon, Jan 22, 2024" ,7:00p      ,Milwaukee Bucks        ,122 ,Detroit Pistons        ,  113 ,Box Score  ,           ,17201.0 ,2:19   ,Little Caesars Arena       ,
3195 ,"Mon, Jan 22, 2024" ,7:00p      ,Cleveland Cavaliers    ,126 ,Orlando Magic          ,   99 ,Box Score  ,           ,19301.0 ,2:12   ,Kia Center                 ,
3196 ,"Mon, Jan 22, 2024" ,7:00p      ,San Antonio Spurs      ,123 ,Philadelphia 76ers     ,  133 ,Box Score  ,           ,20511.0 ,2:19   ,Wells Fargo Center         ,
3197 ,"Mon, Jan 22, 2024" ,7:30p      ,Memphis Grizzlies      ,108 ,Toronto Raptors        ,  100 ,Box Score  ,           ,18577.0 ,2:06   ,Scotiabank Arena           ,
3198 ,"Mon, Jan 22, 2024" ,8:00p      ,Charlotte Hornets      ,128 ,Minnesota Timberwolves ,  125 ,Box Score  ,           ,18024.0 ,2:11   ,Target Center              ,
3199 ,"Mon, Jan 22, 2024" ,8:30p      ,Boston Celtics         ,119 ,Dallas Mavericks       ,  110 ,Box Score  ,           ,20277.0 ,2:07   ,American Airlines Center   ,
3200 ,"Mon, Jan 22, 2024" ,9:00p      ,Chicago Bulls          ,113 ,Phoenix Suns           ,  115 ,Box Score  ,           ,17071.0 ,2:11   ,Footprint Center           ,
3201 ,"Mon, Jan 22, 2024" ,10:00p     ,Atlanta Hawks          ,107 ,Sacramento Kings       ,  122 ,Box Score  ,           ,17832.0 ,2:13   ,Golden 1 Center            ,
3202 ,"Tue, Jan 23, 2024" ,7:00p      ,Denver Nuggets         ,114 ,Indiana Pacers         ,  109 ,Box Score  ,           ,16004.0 ,2:16   ,Gainbridge Fieldhouse      ,
3203 ,"Tue, Jan 23, 2024" ,7:30p      ,New York Knicks        ,108 ,Brooklyn Nets          ,  103 ,Box Score  ,           ,17732.0 ,2:12   ,Barclays Center            ,
3204 ,"Tue, Jan 23, 2024" ,8:00p      ,Utah Jazz              ,124 ,New Orleans Pelicans   ,  153 ,Box Score  ,           ,16032.0 ,2:05   ,Smoothie King Center       ,
3205 ,"Tue, Jan 23, 2024" ,8:00p      ,Portland Trail Blazers ,109 ,Oklahoma City Thunder  ,  111 ,Box Score  ,           ,15874.0 ,2:11   ,Paycom Center              ,
3206 ,"Tue, Jan 23, 2024" ,10:00p     ,Los Angeles Lakers     ,116 ,Los Angeles Clippers   ,  127 ,Box Score  ,           ,19370.0 ,2:10   ,Crypto.com Arena           ,
3207 ,"Wed, Jan 24, 2024" ,7:00p      ,Charlotte Hornets      ,106 ,Detroit Pistons        ,  113 ,Box Score  ,           ,15020.0 ,2:10   ,Little Caesars Arena       ,
3208 ,"Wed, Jan 24, 2024" ,7:00p      ,Minnesota Timberwolves ,118 ,Washington Wizards     ,  107 ,Box Score  ,           ,15446.0 ,2:20   ,Capital One Arena          ,
3209 ,"Wed, Jan 24, 2024" ,7:30p      ,Memphis Grizzlies      ,105 ,Miami Heat             ,   96 ,Box Score  ,           ,19600.0 ,2:13   ,Kaseya Center              ,
3210 ,"Wed, Jan 24, 2024" ,8:00p      ,Portland Trail Blazers ,137 ,Houston Rockets        ,  131 ,Box Score  ,OT         ,18055.0 ,2:25   ,Toyota Center              ,
3211 ,"Wed, Jan 24, 2024" ,8:00p      ,Cleveland Cavaliers    ,116 ,Milwaukee Bucks        ,  126 ,Box Score  ,           ,17510.0 ,2:09   ,Fiserv Forum               ,
3212 ,"Wed, Jan 24, 2024" ,8:30p      ,Phoenix Suns           ,132 ,Dallas Mavericks       ,  109 ,Box Score  ,           ,20202.0 ,2:22   ,American Airlines Center   ,
3213 ,"Wed, Jan 24, 2024" ,9:30p      ,Oklahoma City Thunder  ,140 ,San Antonio Spurs      ,  114 ,Box Score  ,           ,18130.0 ,2:13   ,Frost Bank Center          ,
3214 ,"Wed, Jan 24, 2024" ,10:00p     ,Atlanta Hawks          ,112 ,Golden State Warriors  ,  134 ,Box Score  ,           ,18064.0 ,2:08   ,Chase Center               ,
3215 ,"Thu, Jan 25, 2024" ,7:00p      ,Philadelphia 76ers     ,122 ,Indiana Pacers         ,  134 ,Box Score  ,           ,15699.0 ,2:30   ,Gainbridge Fieldhouse      ,
3216 ,"Thu, Jan 25, 2024" ,7:00p      ,Utah Jazz              ,123 ,Washington Wizards     ,  108 ,Box Score  ,           ,14027.0 ,2:02   ,Capital One Arena          ,
3217 ,"Thu, Jan 25, 2024" ,7:30p      ,Minnesota Timberwolves , 96 ,Brooklyn Nets          ,   94 ,Box Score  ,           ,17732.0 ,2:15   ,Barclays Center            ,
3218 ,"Thu, Jan 25, 2024" ,7:30p      ,Boston Celtics         ,143 ,Miami Heat             ,  110 ,Box Score  ,           ,20074.0 ,2:02   ,Kaseya Center              ,
3219 ,"Thu, Jan 25, 2024" ,7:30p      ,Denver Nuggets         , 84 ,New York Knicks        ,  122 ,Box Score  ,           ,19812.0 ,2:05   ,Madison Square Garden (IV) ,
3220 ,"Thu, Jan 25, 2024" ,10:00p     ,Sacramento Kings       ,134 ,Golden State Warriors  ,  133 ,Box Score  ,           ,18064.0 ,2:24   ,Chase Center               ,
3221 ,"Thu, Jan 25, 2024" ,10:30p     ,Chicago Bulls          ,132 ,Los Angeles Lakers     ,  141 ,Box Score  ,           ,18997.0 ,2:15   ,Crypto.com Arena           ,
3222 ,"Fri, Jan 26, 2024" ,7:00p      ,Dallas Mavericks       ,148 ,Atlanta Hawks          ,  143 ,Box Score  ,           ,16149.0 ,2:24   ,State Farm Arena           ,
3223 ,"Fri, Jan 26, 2024" ,7:00p      ,Houston Rockets        ,138 ,Charlotte Hornets      ,  104 ,Box Score  ,           ,16164.0 ,2:14   ,Spectrum Center            ,
3224 ,"Fri, Jan 26, 2024" ,7:00p      ,Phoenix Suns           ,131 ,Indiana Pacers         ,  133 ,Box Score  ,           ,17274.0 ,2:17   ,Gainbridge Fieldhouse      ,
3225 ,"Fri, Jan 26, 2024" ,7:30p      ,Los Angeles Clippers   ,127 ,Toronto Raptors        ,  107 ,Box Score  ,           ,19800.0 ,2:11   ,Scotiabank Arena           ,
3226 ,"Fri, Jan 26, 2024" ,8:00p      ,Orlando Magic          ,106 ,Memphis Grizzlies      ,  107 ,Box Score  ,           ,16823.0 ,2:15   ,FedEx Forum                ,
3227 ,"Fri, Jan 26, 2024" ,8:00p      ,Cleveland Cavaliers    ,112 ,Milwaukee Bucks        ,  100 ,Box Score  ,           ,17855.0 ,2:27   ,Fiserv Forum               ,
3228 ,"Fri, Jan 26, 2024" ,8:00p      ,Oklahoma City Thunder  ,107 ,New Orleans Pelicans   ,   83 ,Box Score  ,           ,18624.0 ,2:00   ,Smoothie King Center       ,
3229 ,"Fri, Jan 26, 2024" ,9:30p      ,Portland Trail Blazers ,100 ,San Antonio Spurs      ,  116 ,Box Score  ,           ,17274.0 ,2:09   ,Frost Bank Center          ,
3230 ,"Sat, Jan 27, 2024" ,12:00p     ,Washington Wizards     ,118 ,Detroit Pistons        ,  104 ,Box Score  ,           ,16922.0 ,2:08   ,Little Caesars Arena       ,
3231 ,"Sat, Jan 27, 2024" ,3:00p      ,Miami Heat             ,109 ,New York Knicks        ,  125 ,Box Score  ,           ,19812.0 ,2:23   ,Madison Square Garden (IV) ,
3232 ,"Sat, Jan 27, 2024" ,5:30p      ,Philadelphia 76ers     ,105 ,Denver Nuggets         ,  111 ,Box Score  ,           ,19805.0 ,2:22   ,Ball Arena                 ,
3233 ,"Sat, Jan 27, 2024" ,6:00p      ,Houston Rockets        ,104 ,Brooklyn Nets          ,  106 ,Box Score  ,           ,17732.0 ,2:26   ,Barclays Center            ,
3234 ,"Sat, Jan 27, 2024" ,7:00p      ,Los Angeles Clippers   ,115 ,Boston Celtics         ,   96 ,Box Score  ,           ,19156.0 ,2:03   ,TD Garden                  ,
3235 ,"Sat, Jan 27, 2024" ,7:00p      ,Utah Jazz              ,134 ,Charlotte Hornets      ,  122 ,Box Score  ,           ,17633.0 ,2:04   ,Spectrum Center            ,
3236 ,"Sat, Jan 27, 2024" ,8:00p      ,New Orleans Pelicans   ,117 ,Milwaukee Bucks        ,  141 ,Box Score  ,           ,17940.0 ,2:14   ,Fiserv Forum               ,
3237 ,"Sat, Jan 27, 2024" ,8:30p      ,Los Angeles Lakers     ,145 ,Golden State Warriors  ,  144 ,Box Score  ,2OT        ,18064.0 ,3:17   ,Chase Center               ,
3238 ,"Sat, Jan 27, 2024" ,8:30p      ,Minnesota Timberwolves ,112 ,San Antonio Spurs      ,  113 ,Box Score  ,           ,17726.0 ,2:04   ,Frost Bank Center          ,
3239 ,"Sat, Jan 27, 2024" ,9:00p      ,Sacramento Kings       ,120 ,Dallas Mavericks       ,  115 ,Box Score  ,           ,20373.0 ,2:23   ,American Airlines Center   ,
3240 ,"Sun, Jan 28, 2024" ,2:00p      ,Oklahoma City Thunder  ,104 ,Detroit Pistons        ,  120 ,Box Score  ,           ,16861.0 ,1:56   ,Little Caesars Arena       ,
3241 ,"Sun, Jan 28, 2024" ,3:30p      ,Memphis Grizzlies      ,110 ,Indiana Pacers         ,  116 ,Box Score  ,           ,16519.0 ,2:15   ,Gainbridge Fieldhouse      ,
3242 ,"Sun, Jan 28, 2024" ,6:00p      ,Toronto Raptors        ,125 ,Atlanta Hawks          ,  126 ,Box Score  ,           ,15658.0 ,2:20   ,State Farm Arena           ,
3243 ,"Sun, Jan 28, 2024" ,6:00p      ,Phoenix Suns           , 98 ,Orlando Magic          ,  113 ,Box Score  ,           ,18823.0 ,2:24   ,Kia Center                 ,
3244 ,"Sun, Jan 28, 2024" ,9:00p      ,Chicago Bulls          ,104 ,Portland Trail Blazers ,   96 ,Box Score  ,           ,17899.0 ,2:11   ,Moda Center                ,
3245 ,"Mon, Jan 29, 2024" ,7:00p      ,New York Knicks        ,113 ,Charlotte Hornets      ,   92 ,Box Score  ,           ,15546.0 ,2:03   ,Spectrum Center            ,
3246 ,"Mon, Jan 29, 2024" ,7:00p      ,Los Angeles Clippers   ,108 ,Cleveland Cavaliers    ,  118 ,Box Score  ,           ,19432.0 ,2:18   ,Rocket Mortgage Fieldhouse ,
3247 ,"Mon, Jan 29, 2024" ,7:30p      ,New Orleans Pelicans   ,112 ,Boston Celtics         ,  118 ,Box Score  ,           ,19156.0 ,2:08   ,TD Garden                  ,
3248 ,"Mon, Jan 29, 2024" ,7:30p      ,Utah Jazz              ,114 ,Brooklyn Nets          ,  147 ,Box Score  ,           ,16054.0 ,2:10   ,Barclays Center            ,
3249 ,"Mon, Jan 29, 2024" ,7:30p      ,Phoenix Suns           ,118 ,Miami Heat             ,  105 ,Box Score  ,           ,19600.0 ,2:12   ,Kaseya Center              ,
